"FEATURE_ID","FEATURE_NAME","FEATURE_CLASS","STATE_ALPHA","STATE_NUMERIC","COUNTY_NAME","COUNTY_NUMERIC","PRIMARY_LAT_DMS","PRIM_LONG_DMS","PRIM_LAT_DEC","PRIM_LONG_DEC","SOURCE_LAT_DMS","SOURCE_LONG_DMS","SOURCE_LAT_DEC","SOURCE_LONG_DEC","ELEV_IN_M","ELEV_IN_FT","MAP_NAME","DATE_CREATED","DATE_EDITED","Town","Address"
1020496,"Grantsboro","Populated Place","NC",37,"Pamlico",137,"350826N","0765033W",35.1404424,-76.842436,NA,NA,NA,NA,12,39,"Bayboro","6/17/1980","3/20/2008","Grantsboro","11089 NC-55, New Bern, NC 28560, USA"
1020533,"Great Neck","Populated Place","NC",37,"Craven",49,"345549N","0764029W",34.9301612,-76.6746531,NA,NA,NA,NA,2,7,"Merrimon","6/17/1980","","Havelock","170 Bacon Rd, Havelock, NC 28532, USA"
1020534,"Great Neck Landing","Locale","NC",37,"Onslow",133,"344004N","0770919W",34.6676625,-77.155229,NA,NA,NA,NA,4,13,"Hubert","6/17/1980","","Hubert","168 Dix Creek Rd, Hubert, NC 28539, USA"
1020535,"Green Acres","Populated Place","NC",37,"Wake",183,"354233N","0783859W",35.7090423,-78.6497272,NA,NA,NA,NA,87,285,"Lake Wheeler","6/17/1980","","Raleigh","5108 Overhill St, Raleigh, NC 27603, USA"
1020541,"Green Level","Populated Place","NC",37,"Wake",183,"354656N","0785414W",35.7820944,-78.9038969,NA,NA,NA,NA,100,328,"Green Level","6/17/1980","","Cary","8529 Green Level Church Road, Cary, NC 27519, USA"
1020551,"Greenbank Landing","Locale","NC",37,"Brunswick",19,"342132N","0780930W",34.3587793,-78.1583297,NA,NA,NA,NA,3,10,"Acme","6/17/1980","","Currie","Keith Rd NE, Riegelwood, NC 28456, USA"
1020552,"Greenbrier Estates","Populated Place","NC",37,"Wake",183,"354304N","0783844W",35.7176531,-78.6455601,NA,NA,NA,NA,99,325,"Lake Wheeler","6/17/1980","","Raleigh","405 Roxanne Dr, Raleigh, NC 27603, USA"
1020559,"Gregory Forks","Populated Place","NC",37,"Onslow",133,"345255N","0773438W",34.8818304,-77.5771914,NA,NA,NA,NA,15,49,"Richlands","6/17/1980","","Richlands","520-554 Gregory Fork Rd, Richlands, NC 28574, USA"
1020560,"Gretna Green","Populated Place","NC",37,"Halifax",83,"362324N","0775112W",36.389872,-77.8533174,NA,NA,NA,NA,91,299,"Thelma","6/17/1980","","Littleton","21460 Justice Branch Rd, Littleton, NC 27850, USA"
1020561,"Greystone","Populated Place","NC",37,"Vance",181,"362139N","0782057W",36.3607015,-78.3491628,NA,NA,NA,NA,155,509,"Vicksboro","6/17/1980","","Henderson","434 Greystone Rd, Henderson, NC 27537, USA"
1020562,"Griffins Crossroads","Populated Place","NC",37,"Chatham",37,"354414N","0790500W",35.7370926,-79.0833455,NA,NA,NA,NA,131,430,"Merry Oaks","6/17/1980","","Pittsboro","5901-5937 US-64, Pittsboro, NC 27312, USA"
1020564,"Grimesland","Populated Place","NC",37,"Pitt",147,"353349N","0771132W",35.5634956,-77.1921806,NA,NA,NA,NA,12,39,"Grimesland","6/17/1980","3/20/2008","Grimesland","7564 Pitt St, Grimesland, NC 27837, USA"
1020568,"Grissettown","Populated Place","NC",37,"Brunswick",19,"335648N","0783008W",33.9465608,-78.5022308,NA,NA,NA,NA,13,43,"Calabash","6/17/1980","","Ocean Isle Beach","2 Seaside Rd SW, Ocean Isle Beach, NC 28469, USA"
1020575,"Gulf","Populated Place","NC",37,"Chatham",37,"353338N","0791654W",35.5604272,-79.2816873,NA,NA,NA,NA,83,272,"Goldston","6/17/1980","1/29/2011","Gulf","1409 Gulf Rd, Sanford, NC 27330, USA"
1020586,"Hale Point Landing","Locale","NC",37,"Brunswick",19,"341951N","0780152W",34.3307242,-78.031103,NA,NA,NA,NA,1,3,"Leland","6/17/1980","","Currie","3590 Daniels Rd NE, Leland, NC 28451, USA"
1020587,"Half Hell","Populated Place","NC",37,"Brunswick",19,"340226N","0780919W",34.0404496,-78.1552729,NA,NA,NA,NA,9,30,"Bolivia","6/17/1980","","Bolivia","555 Midway Rd SE, Bolivia, NC 28422, USA"
1020589,"Hall Landing","Locale","NC",37,"Brunswick",19,"341800N","0780205W",34.2998912,-78.0347141,NA,NA,NA,NA,0,0,"Leland","6/17/1980","","Leland","2440 Cedar Hill Rd NE, Leland, NC 28451, USA"
1020595,"Hallsville","Populated Place","NC",37,"Duplin",61,"345427N","0775020W",34.907388,-77.838869,NA,NA,NA,NA,12,39,"Beulaville","6/17/1980","","Beulaville","1400 Hallsville Rd, Beulaville, NC 28518, USA"
1020599,"Hamlet","Populated Place","NC",37,"Richmond",153,"345306N","0794139W",34.8848775,-79.6942222,NA,NA,NA,NA,91,299,"Hamlet","6/17/1980","3/20/2008","Hamlet","122 Spring St, Hamlet, NC 28345, USA"
1020603,"Hampstead","Populated Place","NC",37,"Pender",141,"342204N","0774238W",34.3676686,-77.7105332,NA,NA,NA,NA,11,36,"Hampstead","6/17/1980","1/29/2011","Hampstead","14725 US-17, Hampstead, NC 28443, USA"
1020619,"Hargetts Crossroads","Populated Place","NC",37,"Jones",103,"350011N","0773812W",35.0029407,-77.6366378,NA,NA,NA,NA,26,85,"Pink Hill","6/17/1980","","Trenton","776 US-258, Richlands, NC 28574, USA"
1020620,"Harkers Island","Populated Place","NC",37,"Carteret",31,"344143N","0763334W",34.6951628,-76.5593693,NA,NA,NA,NA,3,10,"Harkers Island","6/17/1980","3/20/2008","Harkers Island","112 Old Ferry Dock Rd, Harkers Island, NC 28531, USA"
1020624,"Harnett","Populated Place","NC",37,"Harnett",85,"352044N","0784732W",35.3454392,-78.7922429,NA,NA,NA,NA,49,161,"Bunnlevel","6/17/1980","","Lillington","4034-4090 US-401, Lillington, NC 27546, USA"
1020627,"Harris Chapel","Church","NC",37,"Franklin",69,"355846N","0782241W",35.9793186,-78.3780527,NA,NA,NA,NA,122,400,"Rolesville","6/17/1980","","Youngsville","3061-3122 Tarboro Rd, Youngsville, NC 27596, USA"
1020637,"Havelock","Populated Place","NC",37,"Craven",49,"345245N","0765405W",34.8790492,-76.9013301,NA,NA,NA,NA,7,23,"Havelock","6/17/1980","3/20/2008","Havelock","208 Cunningham Blvd, Havelock, NC 28532, USA"
1020638,"Havelock Station","Populated Place","NC",37,"Craven",49,"345258N","0765520W",34.8826602,-76.9221645,NA,NA,NA,NA,7,23,"Havelock","6/17/1980","","Havelock","409 Miller Blvd, Havelock, NC 28532, USA"
1020639,"Haw Branch","Populated Place","NC",37,"Moore",125,"352951N","0792215W",35.4973715,-79.3708562,NA,NA,NA,NA,93,305,"White Hill","6/17/1980","","Sanford","1111 Haw Branch Rd, Sanford, NC 27330, USA"
1020650,"Hawkside","Populated Place","NC",37,"Onslow",133,"344613N","0772408W",34.770163,-77.4021845,NA,NA,NA,NA,9,30,"Jacksonville North","6/17/1980","","Jacksonville","211 Marine Plaza, Jacksonville, NC 28546, USA"
1020653,"Hayes","Populated Place","NC",37,"Durham",63,"355822N","0785151W",35.9726451,-78.8641739,NA,NA,NA,NA,120,394,"Southeast Durham","6/17/1980","","Durham","3012 Bryant St, Durham, NC 27703, USA"
1020659,"Haywood","Populated Place","NC",37,"Chatham",37,"353713N","0790350W",35.6201515,-79.0639047,NA,NA,NA,NA,75,246,"Moncure","6/17/1980","","Moncure","1762 Old US Hwy 1, Moncure, NC 27559, USA"
1020660,"Haywood Church","Church","NC",37,"Franklin",69,"361051N","0781800W",36.1807047,-78.2999948,NA,NA,NA,NA,109,358,"Ingleside","6/17/1980","","Louisburg","149 Rocky Ford Rd, Louisburg, NC 27549, USA"
1020666,"Heath Landing","Locale","NC",37,"Craven",49,"351608N","0770749W",35.2687727,-77.130229,NA,NA,NA,NA,0,0,"Vanceboro","6/17/1980","","Vanceboro","114 Spruill Town Rd, Vanceboro, NC 28586, USA"
1020684,"Henry Landing","Locale","NC",37,"Sampson",163,"343639N","0781815W",34.6107251,-78.3041661,NA,NA,NA,NA,6,20,"Rowan","6/17/1980","","Ivanhoe","446 Prevatte Ln, Ivanhoe, NC 28447, USA"
1020687,"Henrytown","Populated Place","NC",37,"Brunswick",19,"341024N","0780627W",34.1732259,-78.1074942,NA,NA,NA,NA,15,49,"Winnabow","6/17/1980","","Leland","550-598 Town Creek Rd NE, Leland, NC 28451, USA"
1020691,"Herrings Crossroads","Populated Place","NC",37,"Duplin",61,"350718N","0775157W",35.1215531,-77.8658146,NA,NA,NA,NA,38,125,"Albertson","6/17/1980","","Albertson","Woodland Church Rd, Mt Olive, NC 28365, USA"
1020692,"Hertford Village","Populated Place","NC",37,"Wake",183,"354457N","0783835W",35.7490409,-78.6430591,NA,NA,NA,NA,89,292,"Lake Wheeler","6/17/1980","","Raleigh","2415-2499 S Wilmington St, Raleigh, NC 27603, USA"
1020699,"Hickmans Crossroads","Populated Place","NC",37,"Brunswick",19,"335550N","0783637W",33.9304497,-78.6102909,NA,NA,NA,NA,10,33,"Calabash","6/17/1980","","Calabash","1100 Hickman Rd NW, Calabash, NC 28467, USA"
1020715,"Hickory Rock","Populated Place","NC",37,"Franklin",69,"360728N","0781236W",36.1243172,-78.2099926,NA,NA,NA,NA,120,394,"Justice","6/17/1980","","Louisburg","2379 Ronald Tharrington Rd, Louisburg, NC 27549, USA"
1020716,"Hickory Rock Church","Church","NC",37,"Franklin",69,"360724N","0781206W",36.1232061,-78.201659,NA,NA,NA,NA,113,371,"Justice","6/17/1980","","Louisburg","1580 Firetower Rd, Louisburg, NC 27549, USA"
1020722,"Hicks Crossroads","Populated Place","NC",37,"Vance",181,"362544N","0782954W",36.4287549,-78.4983324,NA,NA,NA,NA,139,456,"Townsville","6/17/1980","","Oxford","2934-2998 Burnside Rd, Oxford, NC 27565, USA"
1020730,"High Falls","Populated Place","NC",37,"Moore",125,"352902N","0793118W",35.483757,-79.5216919,NA,NA,NA,NA,111,364,"Robbins","6/17/1980","","Robbins","1299 NC-22, Bennett, NC 27208, USA"
1020767,"Highland Chapel","Church","NC",37,"Franklin",69,"360825N","0781537W",36.1401499,-78.2602717,NA,NA,NA,NA,94,308,"Ingleside","6/17/1980","","Louisburg","693 T K Allen Rd, Louisburg, NC 27549, USA"
1020768,"Highland Park","Populated Place","NC",37,"Richmond",153,"345452N","0794033W",34.9143219,-79.6758871,NA,NA,NA,NA,125,410,"Hamlet","6/17/1980","","Hamlet","144-146 Gibbons St, Hamlet, NC 28345, USA"
1020769,"Highland Pines","Populated Place","NC",37,"Richmond",153,"345422N","0794415W",34.9059875,-79.737557,NA,NA,NA,NA,90,295,"Hamlet","6/17/1980","","Hamlet","159-211 State Rd 1923, Hamlet, NC 28345, USA"
1020774,"Hill Crest","Populated Place","NC",37,"Moore",125,"351849N","0792459W",35.3134878,-79.4164164,NA,NA,NA,NA,155,509,"Carthage","6/17/1980","","Carthage","4953 US-15, Carthage, NC 28327, USA"
1020775,"Hill King Church","Church","NC",37,"Franklin",69,"360246N","0781802W",36.0459845,-78.3005504,NA,NA,NA,NA,80,262,"Louisburg","6/17/1980","","Louisburg","1989 NC-39, Louisburg, NC 27549, USA"
1020779,"Hilliardston","Populated Place","NC",37,"Nash",127,"360620N","0775547W",36.10543,-77.9297062,NA,NA,NA,NA,61,200,"Red Oak","6/17/1980","","Nashville","13526-13794 NC-43, Nashville, NC 27856, USA"
1020781,"Hines Crossroads","Populated Place","NC",37,"Wayne",191,"351204N","0775320W",35.200997,-77.8888714,NA,NA,NA,NA,45,148,"Williams","6/17/1980","","Seven Springs","4397 NC-55, Seven Springs, NC 28578, USA"
1020786,"Hobgood","Populated Place","NC",37,"Halifax",83,"360148N","0772352W",36.0298788,-77.3977461,NA,NA,NA,NA,28,92,"Hobgood","6/17/1980","3/20/2008","Hobgood","102 W Commerce St, Hobgood, NC 27843, USA"
1020787,"Hoffman","Populated Place","NC",37,"Richmond",153,"350157N","0793251W",35.032378,-79.5475437,NA,NA,NA,NA,130,427,"Hoffman","6/17/1980","3/20/2008","Hoffman","3613 Main St, Hoffman, NC 28347, USA"
1020789,"Hog Island","Populated Place","NC",37,"Moore",125,"351137N","0791747W",35.1934924,-79.2964179,NA,NA,NA,NA,84,276,"Niagara","6/17/1980","","Vass","1350-1364 Youngs Rd, Vass, NC 28394, USA"
1020798,"Holden Beach","Populated Place","NC",37,"Brunswick",19,"335449N","0781814W",33.9135061,-78.3038892,NA,NA,NA,NA,1,3,"Holden Beach","6/17/1980","3/20/2008","Supply","110 Charlotte St, Holden Beach, NC 28462, USA"
1020801,"Hollands","Populated Place","NC",37,"Pitt",147,"354324N","0772837W",35.7232145,-77.4769137,NA,NA,NA,NA,9,30,"Greenville NW","6/17/1980","","Greenville","1040-1186 Holland Rd, Greenville, NC 27834, USA"
1020803,"Hollister","Populated Place","NC",37,"Halifax",83,"361522N","0775609W",36.255984,-77.9358183,NA,NA,NA,NA,75,246,"Hollister","6/17/1980","1/29/2011","Hollister","2-62 Mitchell St, Hollister, NC 27844, USA"
1020806,"Holly Springs","Populated Place","NC",37,"Carteret",31,"344758N","0765434W",34.7993274,-76.909386,NA,NA,NA,NA,5,16,"Masontown","6/17/1980","","Newport","922-930 Nine Foot Rd, Newport, NC 28570, USA"
1020807,"Holly Springs","Populated Place","NC",37,"Wake",183,"353905N","0785001W",35.6512655,-78.8336218,NA,NA,NA,NA,134,440,"Apex","6/17/1980","3/20/2008","Holly Springs","101 N Main St, Holly Springs, NC 27540, USA"
1020812,"Home Acres","Populated Place","NC",37,"Wake",183,"354424N","0783756W",35.7398745,-78.6322259,NA,NA,NA,NA,99,325,"Lake Wheeler","6/17/1980","","Raleigh","2814 Marion Rd, Raleigh, NC 27610, USA"
1020816,"Honolulu","Populated Place","NC",37,"Craven",49,"352147N","0771654W",35.3629403,-77.2816255,NA,NA,NA,NA,7,23,"Fort Barnwell","6/17/1980","","Grifton","1000 Honolulu Rd, Grifton, NC 28530, USA"
1020817,"Hood Creek Landing","Locale","NC",37,"Brunswick",19,"342019N","0780438W",34.3385017,-78.0772157,NA,NA,NA,NA,1,3,"Leland","6/17/1980","","Riegelwood","9563 Hooper Rd NE, Leland, NC 28451, USA"
1020820,"Hookerton","Populated Place","NC",37,"Greene",79,"352531N","0773518W",35.4251622,-77.5883039,NA,NA,NA,NA,17,56,"Hookerton","6/17/1980","3/20/2008","Hookerton","221 E Main St, Hookerton, NC 28538, USA"
1020821,"Hoop Pole Landing","Locale","NC",37,"Carteret",31,"344213N","0764819W",34.7034948,-76.8052139,NA,NA,NA,NA,0,0,"Mansfield","6/17/1980","","Atlantic Beach","216 Oakleaf Dr, Pine Knoll Shores, NC 28512, USA"
1020832,"Hopkins","Populated Place","NC",37,"Wake",183,"355306N","0782108W",35.8848752,-78.3522199,NA,NA,NA,NA,105,344,"Bunn West","6/17/1980","","Zebulon","9010 Fowler Rd, Zebulon, NC 27597, USA"
1020835,"Horner","Populated Place","NC",37,"Granville",77,"361957N","0783409W",36.3323669,-78.5691673,NA,NA,NA,NA,145,476,"Oxford","6/17/1980","","Oxford","6001-6019 Horner Siding Rd, Oxford, NC 27565, USA"
1020839,"Horse Landing","Locale","NC",37,"Jones",103,"350400N","0771929W",35.0665487,-77.3246804,NA,NA,NA,NA,4,13,"Trenton","6/17/1980","","Trenton","705 River Field Rd, Trenton, NC 28585, USA"
1020852,"Howard Landing","Locale","NC",37,"Pender",141,"342118N","0774118W",34.3548909,-77.68831,NA,NA,NA,NA,8,26,"Hampstead","6/17/1980","","Hampstead","1566-1628 Factory Rd, Hampstead, NC 28443, USA"
1020853,"Hubert","Populated Place","NC",37,"Onslow",133,"344250N","0771443W",34.7137729,-77.2452328,NA,NA,NA,NA,12,39,"Hubert","6/17/1980","","Hubert","256 Hubert Blvd, Hubert, NC 28539, USA"
1020858,"Huckleberry Spring","Populated Place","NC",37,"Durham",63,"360228N","0785729W",36.0409759,-78.9580645,NA,NA,NA,NA,155,509,"Northwest Durham","6/17/1980","","Durham","1700-1716 State Rd 1401, Durham, NC 27712, USA"
1020862,"Hugo","Populated Place","NC",37,"Lenoir",107,"352330N","0773158W",35.3915517,-77.5327457,NA,NA,NA,NA,22,72,"Hookerton","6/17/1980","","Hookerton","2980-3006 Hugo Rd, Hookerton, NC 28538, USA"
1020865,"Huntsboro","Populated Place","NC",37,"Granville",77,"362134N","0783216W",36.3593113,-78.5377778,NA,NA,NA,NA,158,518,"Oxford","6/17/1980","","Oxford","6110-6556 Harold Obrien Rd, Oxford, NC 27565, USA"
1020875,"Hymans","Populated Place","NC",37,"Craven",49,"350906N","0771053W",35.1515492,-77.1813419,NA,NA,NA,NA,8,26,"Jasper","6/17/1980","","New Bern","6101-6159 Old US Hwy 70 W, New Bern, NC 28562, USA"
1020879,"Ida Mill","Populated Place","NC",37,"Scotland",165,"344800N","0793150W",34.7998816,-79.5306051,NA,NA,NA,NA,58,190,"Gibson","6/17/1980","","Laurel Hill","10861 Andrew Jackson Hwy, Laurel Hill, NC 28351, USA"
1020892,"Ipock Landing","Locale","NC",37,"Craven",49,"351546N","0770738W",35.2626616,-77.1271732,NA,NA,NA,NA,1,3,"Vanceboro","6/17/1980","","Vanceboro","114-410 Spruill Town Rd, Vanceboro, NC 28586, USA"
1020893,"Iredell","Populated Place","NC",37,"Brunswick",19,"335600N","0783528W",33.9332275,-78.5911234,NA,NA,NA,NA,10,33,"Calabash","6/17/1980","","Calabash","595-667 Hickman Rd NW, Calabash, NC 28467, USA"
1020903,"Ivanhoe","Populated Place","NC",37,"Sampson",163,"343639N","0781431W",34.6107245,-78.2419415,NA,NA,NA,NA,9,30,"Atkinson","6/17/1980","3/20/2008","Ivanhoe","36 Barnhill Rd, Ivanhoe, NC 28447, USA"
1020911,"J M Sykes Landing","Locale","NC",37,"Pender",141,"342117N","0781017W",34.3546127,-78.1713857,NA,NA,NA,NA,1,3,"Acme","6/17/1980","","Riegelwood","Keith Rd NE, Riegelwood, NC 28456, USA"
1020916,"Jackie Landing","Locale","NC",37,"Sampson",163,"343910N","0781516W",34.6526695,-78.2544416,NA,NA,NA,NA,6,20,"Tomahawk","6/17/1980","","Ivanhoe","765 Dr Kerr Rd, Harrells, NC 28444, USA"
1020926,"Jacksontown","Populated Place","NC",37,"Vance",181,"362525N","0781946W",36.4234784,-78.3294405,NA,NA,NA,NA,127,417,"Middleburg","6/17/1980","","Henderson","1621-1675 Jacksontown Rd, Henderson, NC 27537, USA"
1020930,"James City","Populated Place","NC",37,"Craven",49,"350520N","0770206W",35.0887707,-77.0349474,NA,NA,NA,NA,4,13,"New Bern","6/17/1980","3/20/2008","New Bern","504 US-70, New Bern, NC 28560, USA"
1020933,"Janeiro","Populated Place","NC",37,"Pamlico",137,"345945N","0764555W",34.9957165,-76.7652122,NA,NA,NA,NA,3,10,"Cherry Point","6/17/1980","","Arapahoe","4370 Janiero Rd, Arapahoe, NC 28510, USA"
1020934,"Jarmantown","Populated Place","NC",37,"Onslow",133,"345813N","0773756W",34.9701632,-77.6321933,NA,NA,NA,NA,22,72,"Potters Hill","6/17/1980","","Richlands","100-162 A I Taylor Rd, Richlands, NC 28574, USA"
1020938,"Jasper","Populated Place","NC",37,"Craven",49,"351206N","0771224W",35.2015499,-77.2066207,NA,NA,NA,NA,11,36,"Jasper","6/17/1980","","New Bern","3850-3898 NC-55, Cove City, NC 28523, USA"
1020955,"Jinnys Branch (historical)","Populated Place","NC",37,"Brunswick",19,"335448N","0782357W",33.9132281,-78.3991709,NA,NA,NA,NA,8,26,"Shallotte","6/17/1980","6/18/2012","Shallotte","1607 Bricklanding Rd SW, Shallotte, NC 28470, USA"
1020969,"Johnsontown","Populated Place","NC",37,"Sampson",163,"345950N","0782038W",34.9971122,-78.3438889,NA,NA,NA,NA,49,161,"Clinton South","6/17/1980","","Clinton","300 Royal Ln, Clinton, NC 28328, USA"
1020973,"Jollys Old Field Landing","Locale","NC",37,"Pitt",147,"352054N","0772329W",35.3482184,-77.3913513,NA,NA,NA,NA,5,16,"Grifton","6/17/1980","","Grifton","1878-2098 Jolly Ole Field Rd, Grifton, NC 28530, USA"
1020977,"Jones Chapel","Church","NC",37,"Franklin",69,"361033N","0781225W",36.1757054,-78.206937,NA,NA,NA,NA,100,328,"Gold Sand","6/17/1980","","Louisburg","148 Jones Chapel Rd, Louisburg, NC 27549, USA"
1020978,"Jones Corner","Populated Place","NC",37,"Jones",103,"350332N","0771215W",35.05877,-77.2041204,NA,NA,NA,NA,11,36,"Pollocksville","6/17/1980","","New Bern","6762-6794 US-17, Pollocksville, NC 28573, USA"
1020989,"Jordens Chapel","Church","NC",37,"Franklin",69,"361522N","0781412W",36.2559817,-78.23666,NA,NA,NA,NA,120,394,"Afton","6/17/1980","","Warrenton","1926 Alert Rd, Warrenton, NC 27589, USA"
1020993,"Joyland","Populated Place","NC",37,"Durham",63,"355929N","0785116W",35.9912558,-78.8544515,NA,NA,NA,NA,120,394,"Southeast Durham","6/17/1980","","Durham","2533 Rochelle St, Durham, NC 27703, USA"
1020998,"Jugtown","Populated Place","NC",37,"Moore",125,"353030N","0793900W",35.5081959,-79.65003,NA,NA,NA,NA,149,489,"Erect","6/17/1980","","Seagrove","287 Jugtown Rd, Seagrove, NC 27341, USA"
1021009,"Justice","Populated Place","NC",37,"Franklin",69,"360331N","0781014W",36.0584849,-78.1705469,NA,NA,NA,NA,111,364,"Justice","6/17/1980","","Louisburg","410 Preacher Ball Rd, Louisburg, NC 27549, USA"
1021018,"Keene","Populated Place","NC",37,"Durham",63,"355658N","0785415W",35.9493119,-78.9041746,NA,NA,NA,NA,113,371,"Southwest Durham","6/17/1980","","Durham","4004 Fayetteville Rd, Durham, NC 27713, USA"
1021023,"Kellum","Populated Place","NC",37,"Onslow",133,"344817N","0772122W",34.8046063,-77.3560712,NA,NA,NA,NA,14,46,"Kellum","6/17/1980","","Jacksonville","3702-3710 US-17, Jacksonville, NC 28546, USA"
1021026,"Kenansville","Populated Place","NC",37,"Duplin",61,"345745N","0775744W",34.9623883,-77.9622069,NA,NA,NA,NA,38,125,"Kenansville","6/17/1980","3/20/2008","Kenansville","111 Courthouse Plaza, Kenansville, NC 28349, USA"
1021028,"Kenly","Populated Place","NC",37,"Johnston",101,"353547N","0780727W",35.5962702,-78.1241592,NA,NA,NA,NA,59,194,"Kenly East","6/17/1980","3/20/2008","Kenly","152-198 US-301, Kenly, NC 27542, USA"
1021030,"Kennel Beach","Populated Place","NC",37,"Pamlico",137,"350128N","0765400W",35.024327,-76.899941,NA,NA,NA,NA,2,7,"Upper Broad Creek","6/17/1980","","Grantsboro","198 Live Oak Rd, Grantsboro, NC 28529, USA"
1021049,"Kings Landing","Populated Place","NC",37,"Pender",141,"342228N","0773908W",34.3743351,-77.652197,NA,NA,NA,NA,7,23,"Hampstead","6/17/1980","","Hampstead","1128-1166 Kings Landing Rd, Hampstead, NC 28443, USA"
1021058,"Kittrell","Populated Place","NC",37,"Vance",181,"361320N","0782616W",36.2220919,-78.4377758,NA,NA,NA,NA,134,440,"Kittrell","6/17/1980","3/20/2008","Kittrell","139-145 W Main St, Kittrell, NC 27544, USA"
1021061,"Knightdale","Populated Place","NC",37,"Wake",183,"354716N","0782850W",35.7876516,-78.4805563,NA,NA,NA,NA,96,315,"Knightdale","6/17/1980","3/20/2008","Knightdale","101 Railroad St, Knightdale, NC 27545, USA"
1021063,"Knob Hill","Populated Place","NC",37,"Richmond",153,"345714N","0794444W",34.9537643,-79.7456113,NA,NA,NA,NA,95,312,"Hamlet","6/17/1980","","Rockingham","306-398 State Rd 1424, Rockingham, NC 28379, USA"
1021065,"Knollwood","Populated Place","NC",37,"Moore",125,"351204N","0792357W",35.2009909,-79.3991973,NA,NA,NA,NA,154,505,"Southern Pines","6/17/1980","","Southern Pines","360 Pee Dee Rd, Southern Pines, NC 28387, USA"
1021071,"Kure Beach","Populated Place","NC",37,"New Hanover",129,"335949N","0775426W",33.9968399,-77.9072081,NA,NA,NA,NA,4,13,"Kure Beach","6/17/1980","3/20/2008","Kure Beach","138 Fort Fisher Blvd S, Kure Beach, NC 28449, USA"
1021084,"Lakeside Village","Populated Place","NC",37,"Harnett",85,"351908N","0783538W",35.3187742,-78.5939019,NA,NA,NA,NA,63,207,"Dunn","6/17/1980","","Dunn","1607 Lake Shore Dr, Dunn, NC 28334, USA"
1021097,"Langston","Populated Place","NC",37,"Wayne",191,"352456N","0775619W",35.4154393,-77.9385962,NA,NA,NA,NA,39,128,"Northeast Goldsboro","6/17/1980","","Goldsboro","1129 Tommys Rd, Goldsboro, NC 27534, USA"
1021099,"Lanvale","Populated Place","NC",37,"Brunswick",19,"341214N","0780325W",34.2037812,-78.0569368,NA,NA,NA,NA,12,39,"Winnabow","6/17/1980","","Leland","100-178 Old Lanvale Rd NE, Leland, NC 28451, USA"
1021121,"Leahs Chapel","Church","NC",37,"Franklin",69,"360154N","0782116W",36.0315402,-78.3544407,NA,NA,NA,NA,92,302,"Louisburg","6/17/1980","","Louisburg","55 Promise Land Rd, Louisburg, NC 27549, USA"
1021128,"Lees Mill","Populated Place","NC",37,"Johnston",101,"351929N","0782451W",35.3246079,-78.4141711,NA,NA,NA,NA,47,154,"Peacocks Crossroads","6/17/1980","","Benson","6314 Meadowbrook Rd, Benson, NC 27504, USA"
1021129,"Lees Landing","Locale","NC",37,"Pamlico",137,"350626N","0765600W",35.1071058,-76.9332753,NA,NA,NA,NA,2,7,"Upper Broad Creek","6/17/1980","","New Bern","Lee Landing Rd, New Bern, NC 28560, USA"
1021133,"Lenoxville","Populated Place","NC",37,"Carteret",31,"344239N","0763738W",34.7107177,-76.6271502,NA,NA,NA,NA,3,10,"Beaufort","6/17/1980","","Beaufort","2457 Lennoxville Rd, Beaufort, NC 28516, USA"
1021135,"Lewis Crossroads","Populated Place","NC",37,"Halifax",83,"361957N","0774509W",36.332373,-77.7524785,NA,NA,NA,NA,64,210,"Aurelian Springs","6/17/1980","","Littleton","500 Heathsville Rd, Littleton, NC 27850, USA"
1021136,"Lewis Landing","Locale","NC",37,"Pender",141,"342425N","0773616W",34.4068348,-77.6044167,NA,NA,NA,NA,2,7,"Holly Ridge","6/17/1980","","Hampstead","515 Lewis Rd, Hampstead, NC 28443, USA"
1021140,"Liberia","Populated Place","NC",37,"Warren",185,"362124N","0780547W",36.3565372,-78.0963802,NA,NA,NA,NA,122,400,"Inez","6/17/1980","","Warrenton","NC-43, Warrenton, NC 27589, USA"
1021150,"Lillington","Populated Place","NC",37,"Harnett",85,"352358N","0784857W",35.399327,-78.8158528,NA,NA,NA,NA,59,194,"Lillington","6/17/1980","3/20/2008","Lillington","727-799 US-421, Lillington, NC 27546, USA"
1021151,"Lima","Populated Place","NC",37,"Craven",49,"351151N","0770808W",35.197383,-77.1355067,NA,NA,NA,NA,5,16,"Jasper","6/17/1980","","New Bern","255 Spring Garden Rd, New Bern, NC 28562, USA"
1021152,"Lincoln Heights","Populated Place","NC",37,"Scotland",165,"344656N","0792648W",34.7821051,-79.4467127,NA,NA,NA,NA,69,226,"Laurinburg","6/17/1980","","Laurinburg","407 Corona Ave, Laurinburg, NC 28352, USA"
1021229,"Little Port","Populated Place","NC",37,"Carteret",31,"345256N","0762008W",34.8821086,-76.3354705,NA,NA,NA,NA,0,0,"Atlantic","6/17/1980","","Atlantic","1060 Seashore Dr, Atlantic, NC 28511, USA"
1021247,"Littlefield","Populated Place","NC",37,"Pitt",147,"352604N","0772518W",35.4343294,-77.4216311,NA,NA,NA,NA,16,52,"Ayden","6/17/1980","","Ayden","373 E Littlefield Rd, Ayden, NC 28513, USA"
